asi_slno,raw_text,page
6,"Fort Walls (Including Gates, Structures, Along sea shore Moti Daman Moat, Open land, Outside & Inside Fort) outside western corner of Moti Daman fort",17
7,Holy JesusChurch Near N.W. corner Moti Daman of the Fort Area,17
8,Ruined Church Near N. W. corner Moti Daman of Fort walls,17
9,The Chapel of our Lady of Rosario Insides the fort Moti Daman,17
10,The Church of our Lady of Remedios Outside the Moti Daman Darjiwad,17
11,Fort Walls On Sea-Shore Nani Daman outside of Western corner of Moti Daman 17,17
7,List of Centrally Protected Monuments / Sites under the jurisdiction of Goa (Goa Circle) Sl.No. Name of the Monument / Site Locality District,18
1,Rock cut caves Arvalem North Goa,18
2,Auguda Fortress (Upper) Candolim North Goa,18
3,Fortification Wall of Auguda Candolim North Goa Fortress(Lower),18
4,Arch of Adil Shah’s Palace Old Goa North Goa,18
5,Arch of Viceroy Old Goa North Goa,18
6,Basilica of Bom Jesus Old Goa North Goa,18
7,Chapel of St. Cajetan Old Goa North Goa,18
8,Chapel of St. Catherine Old Goa North Goa,18
9,Chapel of St. Francis Xavier and Old Goa North Goa connected buildings,18
10,Church and Convent of St. Francis Assisi Old Goa North Goa,18
11,Church of Lady of Rosary Old Goa North Goa,18
12,Church of St. Augustine Old Goa North Goa,18
13,House of Bull Old Goa North Goa,18
14,Largo of St. Cajetan together with other Old Goa North Goa monuments,18
15,Largo of St. Francis Xavier Old Goa North Goa,18
16,Portal remains of St.Paul’s College Old Goa North Goa,18
17,Se’ Cathedral Old Goa North Goa,18
18,Safa Masjid Ponda North Goa,18
19,Excavated site Chandor South Goa,18
20,Mahadev Temple Kurdi South Goa,18
21,Mahadev Temple Tambdisurla South Goa,18
8,List of Centrally Protected Monuments / Sites under the jurisdiction of Gujarat (Vadodara Circle and Rajkot Circle) Vadodara Circle 18 Sl.No. Name of the Monument / Site Locality District,18
1,Achyut Bibi's Masjid & Tomb Ahmedabad Ahmedabad,19
2,Ahmad Shah's Tomb Ahmedabad Ahmedabad,19
3,Ahmed Shah's Mosque Ahmedabad Ahmedabad,19
4,Astodia Gate Ahmedabad Ahmedabad,19
5,Baba Lauli's Masjid Ahmedabad Ahmedabad,19
6,Bhadra gate beside Bhadrakali temple Ahmedabad Ahmedabad,19
7,Brick Minars Ahmedabad Ahmedabad,19
8,Dariya Khan's Tomb Ahmedabad Ahmedabad,19
9,Dariya pur Gate Ahmedabad Ahmedabad,19
10,Dastur Khan's Masjid Ahmedabad Ahmedabad,19
11,Delhi gate Ahmedabad Ahmedabad,19
12,Haibatkhan's Masjid Ahmedabad Ahmedabad,19
13,Inlet to Kankaria Tank Ahmedabad Ahmedabad,19
14,Jami Masjid Ahmedabad Ahmedabad,19
15,Kalulpur Gate Ahmedabad Ahmedabad,19
16,Kutub. Shah's Mosqe Ahmedabad Ahmedabad,19
17,Mata Bhawani's Well Ahmedabad Ahmedabad,19
18,Muhafiz Khan's Mosque Ahmedabad Ahmedabad,19
19,Nawab Sardar Khan Masjid and outer gate Ahmedabad Ahmedabad in survey No. 6814.%,19
20,Nawab Sardar Khan's Rouza with its Ahmedabad Ahmedabad compound bearing C.S.No. 6811,19
21,Panch Kuwa gate Ahmedabad Ahmedabad,19
22,Premabhai Gate Ahmedabad Ahmedabad,19
23,Queen's Mosque in Sarangpur Ahmedabad Ahmedabad,19
24,Raipur Gate Ahmedabad Ahmedabad,19
25,Rani Rupavati's Mosque Ahmedabad Ahmedabad,19
26,Rani Sipri's Mosque & Tomb Ahmedabad Ahmedabad,19
27,Sarangpur Gate Ahmedabad Ahmedabad,19
28,Shah Alam's Tomb with all surrounding Ahmedabad Ahmedabad buildings in the group,19
29,Shah kupa Masjid Ahmedabad Ahmedabad,19
30,Sidi Bashir's Minar's & Tomb (Shaking) Ahmedabad Ahmedabad,19
31,Sidi Saiyad's Mosque Ahmedabad Ahmedabad,19
32,Teen Darwaja or Tripolia gate Ahmedabad Ahmedabad,19
33,The Shahpur Kazi Mohmad Chisti's Masjid Ahmedabad Ahmedabad,19
34,Three gates besides Bhadrakali temple Ahmedabad Ahmedabad,19
35,Tomb Ahmedabad Ahmedabad,19
36,Tomb of Mir Abu Turab Ahmedabad Ahmedabad,19
37,Tombs of Queens of Ahmed Shah Ahmedabad Ahmedabad,19
38,Dada Harir's Mosque & Tomb Asarwa Ahmedabad,19
39,Dada (Bai ) Harir's Stepwell Asarwa Ahmedabad,19
40,Malik Alam's Mosque Dani Limda Ahmedabad,19
41,Bahlol Khan Gazi's Mosque Dholka Ahmedabad 19 Sl.No. Name of the Monument / Site Locality District,19
42,Jami Masjid Dholka Ahmedabad,20
43,Khan Masjid Dholka Ahmedabad,20
44,Malav Tank Dholka Ahmedabad,20
45,Ruined Building Dholka Ahmedabad,20
46,Jethabhai's Stepwell Isanpur Ahmedabad,20
47,Small Stone Masjid (Gumle Masjid) Isanpur Ahmedabad,20
48,Cazi Masjid Mandal Ahmedabad,20
49,Jami Masjid Mandal Ahmedabad,20
50,Sayyid Masjid Mandal Ahmedabad,20
51,Small stone Mosque (Rani Masjid) Paldi Ahmedabad,20
52,Bibiji's Masjid Rajpur / Hirapur Ahmedabad,20
53,Masjid of Ragusha Pir Ranpur Ahmedabad,20
54,Ancient site at Lothal Saragwala Ahmedabad,20
55,Great Mosque Sarkhej Ahmedabad,20
56,"Great Tank, Palace & Harem Sarkhej Ahmedabad",20
57,Pavilion before the Tomb of Saikh Ahmed Sarkhej Ahmedabad Khatau Ganj Baksh,20
58,Roza of Baba Alisarand Bawa Ganj Sarkhej Ahmedabad Bhaksh,20
59,Tomb of Bibi Rajbai Sarkhej Ahmedabad,20
60,Tomb of Mohammed Begarh Sarkhej Ahmedabad,20
61,Tomb of Shaikh Ahmed Khattau Ganj Sarkhej Ahmedabad Baksh,20
62,Saiyyad Usman's Mosque & Tomb Usmanpura Ahmedabad,20
63,Rauza of Azam Khan Mauzzam Khan Vasna Ahmedabad,20
64,Tombs (Qutub-i-Alam) Vatva Ahmedabad,20
65,Mansar Talav & Shrines Viramgam Ahmedabad,20
66,Stepwell Borsad Anand,20
67,Jami Masjid Khambhat Anand,20
68,Jami Masjid Bharuch Bharuch,20
69,Old Ruined temple of Mahadev Bawka Dahod,20
70,Rudabai stepwell with Inscription Adalaj Gandhinagar,20
71,Bhamaria Well Mehamadabad Kheda,20
72,Temple of Galteshwar Sarnal Kheda,20
73,Tomb of Saif-ud-din & Nizam-ud-din Sojali Kheda,20
74,Tomb of Mubarak Saiyyad Sojali Kheda,20
75,Vithalbhai Haveli Vaso Kheda,20
76,Jasmalnathji Mahadev temple Asoda Mehsana,20
77,Hingloji Mata temple Khandosan Mehsana,20
78,Sabha Mandapa (Double Shrines) & the Khandosan Mehsana ancient shrines,20
79,"Sun temple, Surya kind with adjoining Modhera Mehsana other temples & loose sculptures",20
80,Malai Mata temple Palodar Mehsana,20
81,Sitamata temple Piludara Mehsana 20 Sl.No. Name of the Monument / Site Locality District,20
82,Torana with a Surya Temple Piludara Mehsana,21
83,Nilkantheswar Mahadev temple Sunak Mehsana,21
84,Sivai Mata temple Sunak Mehsana,21
85,Ajpal Kund Vadnagar Mehsana,21
86,Inscription and Arjun Bari Gate Vadnagar Mehsana,21
87,Torana Vadnagar Mehsana,21
88,Kund Vijapur Mehsana,21
89,Bawa Man's Mosque Champaner Panchmahals,21
90,Cenotaph of Kevda Masjid Champaner Panchmahals,21
91,Cenotaph of Nagina Masjid Champaner Panchmahals,21
92,Citadel walls Champaner Panchmahals,21
93,City Gate Champaner Panchmahals,21
94,City walls at the S.E. corner of the citadel Champaner Panchmahals going up the hill,21
95,East and South Bhadra Gates Champaner Panchmahals,21
96,Helical Stepped well (With 50 feet space Champaner Panchmahals around at pathway 10 feet vide to nearest road.,21
97,Jami Masjid Champaner Panchmahals,21
98,Kabutarkhana Pavilion Champaner Panchmahals,21
99,Kamani Masjid Champaner Panchmahals,21
100,Kevada Masjid Champaner Panchmahals,21
101,Lila-Gumbaj-Ki-Masjid Champaner Panchmahals,21
102,Mandvi or Custom House Champaner Panchmahals,21
103,Nagina Masjid Champaner Panchmahals,21
104,Sahar ki Masjid (Bohrani) Champaner Panchmahals,21
105,Sakar Khan's Dargah Champaner Panchmahals,21
106,Stepwell Champaner Panchmahals,21
107,Three cells Champaner Panchmahals,21
108,Tomb with a Brick dome in the centre and Champaner Panchmahals small corner domes,21
109,Rudra Mahalaya temple Desar Panchmahals,21
110,Ek-Minar-ki-Masjid Halol Panchmahals,21
111,Panch-Mahuda-ki-Masjid Halol Panchmahals,21
112,Tomb near Panch-Mahuda ki Masjid Halol Panchmahals,21
113,Tomb of Sikander Shah Halol Panchmahals,21
114,Kankeshwar Mahadev Temple Kankanpur Panchmahals,21
115,Fort of Pavagadh& ruined Hindu temples Pavagadh hill Panchmahals & Jain temples on the top of Pavagadh hills,21
116,Gate No. 1 Atak Gate (with two gateways) Pavagadh hill Panchmahals,21
117,Gate No. 2 (with three gateways) Budhiya Pavagadh hill Panchmahals gate,21
118,Gate No. 3 Moti gate Sadanshah-Gate Pavagadh hill Panchmahals,21
119,Gate No. 4 with big bastion with cells in Pavagadh hill Panchmahals 21 Sl.No. Name of the Monument / Site Locality District the interior.,21
120,Gate No. 5 Gulan Bulan Gate Pavagadh hill Panchmahals,22
121,Gate No. 6 Buland Darwaja Pavagadh hill Panchmahals,22
122,Gate No. 7 Makai Gate Pavagadh hill Panchmahals,22
123,Gate No. 8 Tarapore Gate Pavagadh hill Panchmahals,22
124,Makai Kothar Pavagadh hill Panchmahals,22
125,Mint above Gate No. 4 Pavagadh hill Panchmahals,22
126,Navlakha Kothar Pavagadh hill Panchmahals,22
127,Patai Rawal's Palace with tanks Pavagadh hill Panchmahals,22
128,Sat Manzil with steps right upto bastions Pavagadh hill Panchmahals on top,22
129,Walls of fort on top Pavagadh hill Panchmahals,22
130,Ratnesvara Old temple with sculptures Ratanpur Panchmahals screen,22
131,Rani-ki-vav Anavadapati Patan,22
132,Sahastralinga Talao (Excavated) Anavadapati Patan,22
133,Limboji Mata temple Delmal Patan,22
134,Nilkantheshwar Mahadev temple Ruhavi Patan,22
135,Shaikh Farid Tomb Samalpt Patan,22
136,Two small shrines Sanderi Mata temple Sander Patan,22
137,Gateway of Khan Sarover Sandsarpati Patan,22
138,Jami Masjid Siddhpur Patan,22
139,Ruins of Rudra Mahalaya temple Siddhpur Patan,22
140,Group of temples Khed & Roda Sabarkantha,22
141,Tomb of Sikandarshah Prantji Sabarkantha,22
142,Ancient site comprising S.Plot No.535 Kamrej Surat,22
143,Dargah known as Khawaja Dana Saheb's Surat Surat Rouza,22
144,Old Dutch & Armenian Tombs & Surat Surat Cemetaries,22
145,Old English Tombs Surat Surat,22
146,Tomb of Khawaja Safar Sulemani Surat Surat,22
147,Fateh Burj Vyara Tapi,22
148,"Microlithic site S.No. 311,12,13 & 298 Amarapura Vadodara",22
149,"Hira Gate with S.No. 38, 41, 45, 47 & Dabhoi Vadodara Ticca No. 102&103.",22
150,Mahudi (Champaneri) Gate & adjacent Dabhoi Vadodara construction,22
151,Nandodi Gate with adjacent construction Dabhoi Vadodara,22
152,Saptamukhi Vav Dabhoi Vadodara,22
153,Vadodara Gate & its adjacent construction Dabhoi Vadodara,22
154,Hazira or Qutbuddin Mahmad Khan's Danteshwar Vadodara Tomb,22
155,Ancient site of Sandhiyapura Goraj Vadodara,22
156,Ancient Site (Excavated) Kayavarohan Vadodara 22 Sl.No. Name of the Monument / Site Locality District,22
157,Gateway of Torana Kayavarohan Vadodara,23
158,Frescos on the walls of Bhau Tambekar’s Pratap Road Vadodara Wada,23
159,Historic Site S.No. 431 to 435 Vakota Vadodara Rajkot Circle Sl.No. Name of the Monument / Site Locality District,23
1,Ancient site Gohilwad Timbo (Mound) Amreli Amreli,23
2,Fresco on the wall of Kashivisvanath Padar Singha Amreli temple,23
3,Ancient Site Venivadar Amreli,23
4,Ancient site / Mound Sihor Bhavnagar,23
5,Darbargarh Sihor Bhavnagar,23
6,Jain temples Talaja Bhavnagar,23
7,Talaja Caves Talaja Bhavnagar,23
8,Ancient site / Mound Vallabhaipur Bhavnagar,23
9,Temple of Rama Laxman Baradia Devbhumi Dwarka,23
10,Gadhi fortress & temple in Survey no.106 Dhink Devbhumi Dwarka,23
11,Magderu Temple Dhrasanvel Devbhumi Dwarka,23
12,"Dwarkadhish Group of temples with its Dwarka Devbhumi Dwarka outer compounds SNO. 1607, 1608, 1609.",23
13,Kshatrapa Inscriptions Dwarka Devbhumi Dwarka,23
14,Rukmani Temple Dwarka Devbhumi Dwarka,23
15,Gokeshwar Mahadev temple Lowrali Devbhumi Dwarka,23
16,Kalika Mata temple Navi Dhreiwad Devbhumi Dwarka,23
17,Durvasa Rishi's Ashram & its site Pindara Devbhumi Dwarka,23
18,Guhaditya temple in S.No. 655 Varvala Devbhumi Dwarka,23
19,Junagadhi (Jain) Temple Vasai Devbhumi Dwarka,23
20,Kankeshvara Mahadeva temple & other Vasai Devbhumi Dwarka shrines,23
21,Ranchhod Rayaji Temple with wasterland Mul Dwarka Gir Somnath around the chowk of Mahadeva Temple,23
22,Gop (Sun) Temple Zinavari Jamnagar,23
23,Ancient Mound Intwa Junagadh,23
24,Ashokan Rock (Edicts) Junagadh Junagadh,23
25,"Baba Pyare, Khapra Kodia caves Junagadh Junagadh",23
26,Buddhistic Cave Junagadh Junagadh,23
27,Jami Masjid Mangrol Junagadh,23
28,Rahimat Masjid (Bibi Masjid) Mangrol Junagadh,23
29,Raveli Masjid Mangrol Junagadh,23
30,Tomb of Rao Lakha Chhatri Bhuj Kachchh,23
31,Ancient Site (Kotada) Dholavira Kachchh 23 Sl.No. Name of the Monument / Site Locality District,23
32,"Archaeological Ancient Site and Remains, Juni Kuran Kachchh Juni Kuran",24
33,Siva temple Kotai Kachchh,24
34,Excavated Site Surkotada Kachchh,24
35,Ancient Quarry site -I Dholavitra Kachchh,24
36,Ancient Quarry site -II Dholavitra Kachchh,24
37,Darbargarh Halvad Morbi,24
38,Old Parsvanath temple Miyani Porbandar,24
39,House where Mahatma Gandhi was born Porbandar Porbandar,24
40,Dhank Caves Dhank Rajkot,24
41,Ananteshwara temple Bhadia Anandpur Surendranagar,24
42,Ancient Mound Rangpur Surendranagar,24
43,Navlakha temple Sejakpur Surendranagar,24
44,Ancient Site/Mound in village Sejakpur Surendranagar,24
45,Sun Temple Thangadh Surendranagar,24
46,Ranak Devi's Temple Wadhwan Surendranagar 24 List of Centrally Protected Monuments / Sites under the jurisdiction of Haryana (Chandigarh Circle) Sl.No. Name of the Monument / Site Locality District,24
1,Old Mughal Kosminar Ambala (city) Ambala,25
2,Ancient Site Naurangabad Bhiwani,25
3,"Bund or Dam, 30 feet by 200 at Anangpur Anangpur Faridabad",25
4,Kos Minar No. 10 Khawaza Sarai Faridabad,25
5,Mughal Bridge over the Buddhiawala Nala Khawaza Sarai Faridabad,25
6,Surajkund Masonry tank at Lakharpur Lakharpur Faridabad,25
7,Kos Minar No. 13 (Missing) Mujessar Faridabad,25
8,"Kos Minar No. 11 Village Mawai Faridabad (Sec29, Faridabad)",25
9,Ancient site at Banawali (Sotra) Banawali Fatehabad,25
10,Humayun's Mosque Fatehabad Fatehabad,25
11,Lat of Feroz Shah Fatehabad Fatehabad,25
12,Baoli Ghaus Ali Shah Farrukh Nagar Gurugram,25
13,Mosque of Ala Vardi Khan Sarai Ala Vardi Gurugram Khan,25
14,Agroha Mound Agroha Hissar,25
15,Barsi Gate Hansi Hissar,25
16,Ruined fort (Historical fort of Prithviraj Hansi Hissar Chauhan),25
17,Feroz Shah’s Palace & Tehkhanas Hissar Hissar,25
18,Gujari Mahal Hissar Hissar,25
19,Lat ki Masjid Hissar Hissar,25
20,"Ancient Mound No. I, II, III & V Rakhigarhi Hissar",25
21,Ancient Mound No. VI Rakhigarhi Hissar,25
22,Ancient Mound No. VII Rakhigarhi Hissar,25
23,Group of Tombs Jhajjar Jhajjar,25
24,Ancient Brick Temple including prachin Kalayat Kaithal Sivalaya,25
25,Theh Polar Siwan Kaithal,25
26,Kushana known as Jarasandh ka Quila Asandh (Salwan) Karnal,25
27,Kos Minar Bhenikalan Karnal,25
28,Kos Minar Daha Karnal,25
29,Gateways of old Mughal Sarai Gharaunda Karnal,25
30,Kos Minar (North) Gharaunda Karnal,25
31,Kos Minar (South) Gharaunda Karnal,25
32,"a. Cantonment Church Tower, one mile Karnal Karnal north of the town of Karnal, close to the Grand Truck Road b. Contonment Northern Cemetery close by the Cantonment Church Tower at Karnal",25
33,"European soldier's graves, about 300 yards Karnal Karnal north of Karnal Kachehri",25
34,Kos Minar (Namaste Chowk) Karnal Karnal,25
35,Kos Minar (City) Karnal Karnal 25 Sl.No. Name of the Monument / Site Locality District,25
36,Kos Minar Kohand Karnal,26
37,Kos Minar Kutail Karnal,26
38,Kos Minar (North) Taraori Karnal,26
39,Kos Minar (south) Taraori Karnal,26
40,Kos Minar Adhor Kurukshetra,26
41,Kos Minar Amin Kurukshetra,26
42,Ancient Site Amin Kurukshetra,26
43,Kos Minar Bhiwani Khera Kurukshetra,26
44,Nabha House Dara Kalan Kurukshetra (Thanesar),26
45,Ancient Site of Harsh-Ka-Tila and Dara Khera Kurukshetra Archaeological remains (Thanesar),26
46,Kos Minar Darakalan Kurukshetra (Thanesar),26
47,Kos Minar Fatuhpur Kurukshetra,26
48,Kos Minar Mohri Kurukshetra,26
49,Kos Minar Sarai Sukh Kurukshetra,26
50,Kos Minar (Missing) Shahabad Kurukshetra,26
51,The ancient mound known locally as “Raja Thanesar Kurukshetra Karan ka kila”,26
52,"Pathar Masjid (bounded on the north by the Thanesar Kurukshetra tomb of Sheikh Chilli, on the south by ruined houses, and on the east and west by roads)",26
53,Sheikh Chilli's tomb Thanesar Kurukshetra,26
54,Kos Minar Zainpura Kurukshetra,26
55,Jal Mahal and adjacent land Narnaul Mahindergarh,26
56,Shah Ibrahim's tomb together with adjacent Narnaul Mahindergarh land as shown in the plan,26
57,Shah Quli Khan's Tomb together with Narnaul Mahindergarh adjacent land,26
58,Kos Minar No. 18 Alapur Palwal,26
59,Kos Minar NO. 22 Aurangabad Palwal,26
60,"Kos Minar, No. 24 Banchchari Palwal",26
61,Kos Minar No. 25 Banchchari Palwal,26
62,Kos Minar No 27 Bhulwana Palwal,26
63,Kos Minar No 16 Gudhpuri Palwal,26
64,Kos Minar No. 17 Gudhpuri Palwal,26
65,Kos Minar No. 26 Hodal Palwal,26
66,Kos Minar No. 23 Khateila Palwal,26
67,Kos Minar No. 21 Khera Sarai Palwal,26
68,Kos Minar No. 20 Khusropur Palwal,26
69,Kos Minar 19 Palwal Palwal,26
70,Kos Minar 15 Sikri Palwal,26
71,"Kos Minar Jatipur, Unsar Panipat",26
72,Obelisk commemorating the third battle of Kala Amb Panipat Panipat,26
73,Kos Minar Kiwana Panipat,26
74,Kos Minar Manana Panipat 26 Sl.No. Name of the Monument / Site Locality District,26
75,Bab-i-Faiz Gate on the north side of Panipat Panipat Panipat town,27
76,Kabuli Bagh Mosque with enclosure wall Panipat Panipat,27
77,Site of Ibrahim Lodhi's tomb Panipat Panipat,27
78,Kos minar Siwali (Siwah) Panipat,27
79,Kos Minar Taraf Afghan Panipat (Panipat),27
80,Kos Minar Taraf Unsar Panipat (Panipat),27
81,Site of ancient city Khokhrakot Rohtak,27
82,Shahjahan Baoli Meham Rohtak,27
83,Ther Mound Sirsa Sirsa,27
84,"Old Mughal Kos Minar Akbarpur, Barota Sonepat",27
85,Old Mughal Kos Minar Baiyanpur Sonepat,27
86,Old Mughal Kos Minar Gannaur Sonepat,27
87,Old Mughal Kos Minar Jagdishpur Sonepat,27
88,Old Mughal Kos Minar Jawahri Sonepat,27
89,Old Mughal Kos Minar Panchi Gujran Sonepat,27
90,Old Mughal Kos Minar Rajpur Sonepat,27
91,Old Mughal Kos Minar Sonepat Sonepat,27
92,Tomb of Khawaja Khizr Sonepat Sonepat,27
93,"Adi Badri, Archaeological Sites and remains Kathgarh Yamunanagar 27",27
9,List of Centrally Protected Monuments / Sites under the jurisdiction of Himachal Pradesh (Shimla Circle) Sl.No. Name of the Monument / Site Locality District,28
1,Ganesh Temple Bharmaur Bharmaur Chamba,28
2,Laxmi (Lakhan) Devi Temple Bharmaur Bharmaur Chamba,28
3,Mani Mahesh Temple Bharmaur Bharmaur Chamba,28
4,Narsingh Temple Bharmaur Bharmaur Chamba,28
5,Champavati Temple Chamba Chamba,28
6,"Rock sculptures depicting Sita Ram, Chamba Chamba Hanumana etc. Sarotha, Pargana Panjila",28
7,"Shri Bajreshwari Temple, Bhardiath Chamba Chamba",28
