monument_id,asi_slno,name,locality,district,state,circle,page,raw_text
ASI-00088,88,Kirtinarayana Temple Talakadu Mysuru,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,35,Kirtinarayana Temple Talakadu Mysuru
ASI-00089,89,Vaidyeswara Temple Talakadu Mysuru,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,35,Vaidyeswara Temple Talakadu Mysuru
ASI-00090,90,Prehistoric Site Savandurga Ramnagara,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,35,Prehistoric Site Savandurga Ramnagara
ASI-00091,91,Anekal Temple Bandalike Shivamogga,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,35,Anekal Temple Bandalike Shivamogga
ASI-00092,92,Somesvara Temple Bandalike Shivamogga,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,35,Somesvara Temple Bandalike Shivamogga
ASI-00093,93,Trimurthinarayana Temple Bandalike Shivamogga,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,35,Trimurthinarayana Temple Bandalike Shivamogga
ASI-00094,94,Devaganga Ponds Basavanabyane Shivamogga,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,35,Devaganga Ponds Basavanabyane Shivamogga
ASI-00095,95,Bherundesvara Temple Belligavi Shivamogga,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,35,Bherundesvara Temple Belligavi Shivamogga
ASI-00096,96,Kedaresvara Temple Belligavi Shivamogga,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,35,Kedaresvara Temple Belligavi Shivamogga
ASI-00097,97,Tripurantesvara Temple Belligavi Shivamogga,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,35,Tripurantesvara Temple Belligavi Shivamogga
ASI-00098,98,Somanatha Swamy Temple Belligavi Shivamogga,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,35,Somanatha Swamy Temple Belligavi Shivamogga
ASI-00099,99,Fortress and Renuka Temple Chandragutti Shivamogga,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,35,Fortress and Renuka Temple Chandragutti Shivamogga
ASI-00100,100,Bastis and Inscriptions Humcha Shivamogga,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,35,Bastis and Inscriptions Humcha Shivamogga
ASI-00101,101,Aghoresvara Temple Ikkeri Shivamogga,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,35,Aghoresvara Temple Ikkeri Shivamogga
ASI-00102,102,Fort Kavaledurga Shivamogga,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,35,Fort Kavaledurga Shivamogga
ASI-00103,103,Ramesvara Temple Keladi Shivamogga,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,35,Ramesvara Temple Keladi Shivamogga
ASI-00104,104,Kaitabesvara Temple Kubattur Shivamogga,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,35,Kaitabesvara Temple Kubattur Shivamogga
ASI-00105,105,Parshvanatha Basadi Kubattur Shivamogga,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,35,Parshvanatha Basadi Kubattur Shivamogga
ASI-00106,106,Rameswara Temple Kubattur Shivamogga,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,35,Rameswara Temple Kubattur Shivamogga
ASI-00107,107,Rameswara Temple Kudli Shivamogga,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,35,Rameswara Temple Kudli Shivamogga
ASI-00108,108,Temples and Inscriptions Kuppagadde Shivamogga,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,35,Temples and Inscriptions Kuppagadde Shivamogga
ASI-00109,109,Inscribed Pillar Malavalli Shivamogga,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,35,Inscribed Pillar Malavalli Shivamogga
ASI-00110,110,Jaina Basti with Brahmadeva Pillar Melagi Shivamogga,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,35,Jaina Basti with Brahmadeva Pillar Melagi Shivamogga
ASI-00111,111,Mallikarjuna & Ramesvara Group of Temple Nadkalsi Shivamogga,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,35,Mallikarjuna & Ramesvara Group of Temple Nadkalsi Shivamogga
ASI-00112,112,Palace site outside Fort Nagar Shivamogga,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,35,Palace site outside Fort Nagar Shivamogga
ASI-00113,113,Shivappa Naik's Fort Nagar Shivamogga,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,35,Shivappa Naik's Fort Nagar Shivamogga
ASI-00114,114,Inscibed Pillar Talagunda Shivamogga,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,35,Inscibed Pillar Talagunda Shivamogga
ASI-00115,115,Pranavesvara Temple Talagunda Shivamogga,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,35,Pranavesvara Temple Talagunda Shivamogga
ASI-00116,116,Stamba in front of Kotakeri Jain Basti Bappanad South Kanara,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,35,Stamba in front of Kotakeri Jain Basti Bappanad South Kanara
ASI-00117,117,Sultan Battery Boloor South Kanara,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,35,Sultan Battery Boloor South Kanara
ASI-00118,118,Mangaladevi Temple Mangaluru South Kanara,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,35,Mangaladevi Temple Mangaluru South Kanara
ASI-00119,119,Jamlabad Fort Nada and Laila South Kanara,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,35,Jamlabad Fort Nada and Laila South Kanara
ASI-00120,120,Temples and Inscriptions Udri South Kanara,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,35,Temples and Inscriptions Udri South Kanara
ASI-00121,121,Channigaraya Temple Aralaguppe Tumakuru,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,35,Channigaraya Temple Aralaguppe Tumakuru
ASI-00122,122,Fort Madhugiri Tumakuru,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,35,Fort Madhugiri Tumakuru
ASI-00123,123,Onenakesava Temple Nagalapura Tumakuru,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,35,Onenakesava Temple Nagalapura Tumakuru
ASI-00124,124,Kedaresvara temple Nagalapura Tumakuru,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,35,Kedaresvara temple Nagalapura Tumakuru
ASI-00125,125,Jumma Masjid Sira Tumakuru 35 Sl.No. Name of the Monument / Site Locality District,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,35,Jumma Masjid Sira Tumakuru 35 Sl.No. Name of the Monument / Site Locality District
ASI-00126,126,Mallik Rihan Darga Sira Tumakuru,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,36,Mallik Rihan Darga Sira Tumakuru
ASI-00127,127,Kathale Basti consisting of two small ruined Hosale Udupi stone built Jaina mandapas,a little Siva Temple containing a linga and a small Oblong Stone-built Temple,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,36,"Kathale Basti consisting of two small ruined Hosale Udupi stone built Jaina mandapas, a little Siva Temple containing a linga and a small Oblong Stone-built Temple"
ASI-00128,128,Anantapadmanabha Temple with Karkal Udupi ancient'Dalans' in ruins around excluding the Chandra Shala buildings in front of the West Side,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,36,Anantapadmanabha Temple with Karkal Udupi ancient'Dalans' in ruins around excluding the Chandra Shala buildings in front of the West Side
ASI-00129,129,Chaturmukha Temple Karkal Udupi,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,36,Chaturmukha Temple Karkal Udupi
ASI-00130,130,Jain statue of Gomateshwar at Karkal Karkal Udupi,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,36,Jain statue of Gomateshwar at Karkal Karkal Udupi
ASI-00131,131,Great Manastambha at Hiriyangadi Karkal Udupi (otherwise called Haliyangadi),,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,36,Great Manastambha at Hiriyangadi Karkal Udupi (otherwise called Haliyangadi)
ASI-00132,132,Inner Courtyard of the Chowtar's Palace at Marpadi Udupi Mudabidri,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,36,Inner Courtyard of the Chowtar's Palace at Marpadi Udupi Mudabidri
ASI-00133,133,Jaina tombs at Mudabidri Prantya Udupi Dharwad Circle Sl.No. Name of the Monument / Site Locality District,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,36,Jaina tombs at Mudabidri Prantya Udupi Dharwad Circle Sl.No. Name of the Monument / Site Locality District
ASI-00001,1,Ambiger Gudi (1) Aihole Bagalkot,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,36,Ambiger Gudi (1) Aihole Bagalkot
ASI-00002,2,Ambiger Gudi (2) Aihole Bagalkot,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,36,Ambiger Gudi (2) Aihole Bagalkot
ASI-00003,3,A temple of Galganath Group Aihole Bagalkot,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,36,A temple of Galganath Group Aihole Bagalkot
ASI-00004,4,A temple of Galganath Group Aihole Bagalkot,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,36,A temple of Galganath Group Aihole Bagalkot
ASI-00005,5,A temple Galganath Group Aihole Bagalkot,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,36,A temple Galganath Group Aihole Bagalkot
ASI-00006,6,A temple of Galganath Group Aihole Bagalkot,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,36,A temple of Galganath Group Aihole Bagalkot
ASI-00007,7,A temple of Galganath Group Aihole Bagalkot,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,36,A temple of Galganath Group Aihole Bagalkot
ASI-00008,8,Badiger Gudi Aihole Bagalkot,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,36,Badiger Gudi Aihole Bagalkot
ASI-00009,9,Basavanna Aihole Bagalkot,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,36,Basavanna Aihole Bagalkot
ASI-00010,10,Bhoyargudi Aihole Bagalkot,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,36,Bhoyargudi Aihole Bagalkot
ASI-00011,11,Bilegudi Aihole Bagalkot,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,36,Bilegudi Aihole Bagalkot
ASI-00012,12,Charanti Math (Murphadryavargudi) Aihole Bagalkot,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,36,Charanti Math (Murphadryavargudi) Aihole Bagalkot
ASI-00013,13,Charanti Math (Murphadryavargudi) Aihole Bagalkot,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,36,Charanti Math (Murphadryavargudi) Aihole Bagalkot
ASI-00014,14,Desayargudi Aihole Bagalkot,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,36,Desayargudi Aihole Bagalkot
ASI-00015,15,Dolmens Aihole Bagalkot,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,36,Dolmens Aihole Bagalkot
ASI-00016,16,Galganath temple Aihole Bagalkot,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,36,Galganath temple Aihole Bagalkot
ASI-00017,17,Gardigudi Aihole Bagalkot,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,36,Gardigudi Aihole Bagalkot
ASI-00018,18,Gavdargudi Aihole Bagalkot,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,36,Gavdargudi Aihole Bagalkot
ASI-00019,19,Gavdargudi Aihole Bagalkot,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,36,Gavdargudi Aihole Bagalkot
ASI-00020,20,GavdaI shwargudi Aihole Bagalkot,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,36,GavdaI shwargudi Aihole Bagalkot
ASI-00021,21,The Great Durga Temple Aihole Bagalkot,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,36,The Great Durga Temple Aihole Bagalkot
ASI-00022,22,The Huchhimalli Gudi in Sy.No 64 Aihole Bagalkot,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,36,The Huchhimalli Gudi in Sy.No 64 Aihole Bagalkot
ASI-00023,23,Ishwar Aihole Bagalkot,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,36,Ishwar Aihole Bagalkot
ASI-00024,24,Ishwarling Aihole Bagalkot,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,36,Ishwarling Aihole Bagalkot
ASI-00025,25,Ishwarling Aihole Bagalkot,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,36,Ishwarling Aihole Bagalkot
ASI-00026,26,Ishwarling Aihole Bagalkot,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,36,Ishwarling Aihole Bagalkot
ASI-00027,27,Ishwarling (no local name) Aihole Bagalkot 36 Sl.No. Name of the Monument / Site Locality District,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,36,Ishwarling (no local name) Aihole Bagalkot 36 Sl.No. Name of the Monument / Site Locality District
ASI-00028,28,The Jain Temple of Meguti Aihole Bagalkot,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,37,The Jain Temple of Meguti Aihole Bagalkot
ASI-00029,29,Jotirling Temple Aihole Bagalkot,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,37,Jotirling Temple Aihole Bagalkot
ASI-00030,30,Karegudi Aihole Bagalkot,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,37,Karegudi Aihole Bagalkot
ASI-00031,31,Kintgudi Aihole Bagalkot,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,37,Kintgudi Aihole Bagalkot
