monument_id,asi_slno,name,locality,district,state,circle,page,raw_text
ASI-00109,109,Mahadeva Temple Amrol Gwalior,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,52,Mahadeva Temple Amrol Gwalior
ASI-00110,110,Tomb of Abul Fazal Antri Gwalior,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,52,Tomb of Abul Fazal Antri Gwalior
ASI-00111,111,Tomb of Mohammad Ghaus Ghauspura Gwalior,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,52,Tomb of Mohammad Ghaus Ghauspura Gwalior
ASI-00112,112,Gwalior fort: (i) Bada Mahal or Hindola gate,Gwalior Gwalior (ii) Gwalior or Alamgir gate,(iii) Ganesha gate,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,52,"Gwalior fort: (i) Bada Mahal or Hindola gate, Gwalior Gwalior (ii) Gwalior or Alamgir gate, (iii) Ganesha gate, (iv) Chaturbhuj temple, (v) Lakshman gate, (vi) Mansingh Palace, (vii) Rock cut Jain colossi, (viii) Sas Bahu Temple, (ix) Teli ka Mandir, (x) Urwai gate"
ASI-00113,113,Tomb of Tansen and two Mosque,s Gwalior Gwalior 52 Sl.No. Name of the Monument / Site Locality District,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,52,"Tomb of Tansen and two Mosque,s Gwalior Gwalior 52 Sl.No. Name of the Monument / Site Locality District"
ASI-00114,114,Ancient Site Pawaya Gwalior,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,53,Ancient Site Pawaya Gwalior
ASI-00115,115,Tila Monument Pawaya Gwalior,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,53,Tila Monument Pawaya Gwalior
ASI-00116,116,Old Mughal Fort Joga Harda,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,53,Old Mughal Fort Joga Harda
ASI-00117,117,Amleshwar alias Mamleshwar group of Godadpura Khandwa temples including Kleshwar temple (Onkar Mandhata),,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,53,Amleshwar alias Mamleshwar group of Godadpura Khandwa temples including Kleshwar temple (Onkar Mandhata)
ASI-00118,118,Chaubis Avtar Temple with its content Mandhata Khandwa,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,53,Chaubis Avtar Temple with its content Mandhata Khandwa
ASI-00119,119,Chandsuraj Gateway Mandhata Khandwa,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,53,Chandsuraj Gateway Mandhata Khandwa
ASI-00120,120,Siddhesvara or Siddhnath Temple Mandhata Khandwa,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,53,Siddhesvara or Siddhnath Temple Mandhata Khandwa
ASI-00121,121,Excavated site Kasrawad Khargone,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,53,Excavated site Kasrawad Khargone
ASI-00122,122,Chaubara Dera Khargone Khargone,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,53,Chaubara Dera Khargone Khargone
ASI-00123,123,Jain temple 1 to 3 Khargone Khargone,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,53,Jain temple 1 to 3 Khargone Khargone
ASI-00124,124,Temples of Mahakaleshwar 1 and 2 Khargone Khargone,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,53,Temples of Mahakaleshwar 1 and 2 Khargone Khargone
ASI-00125,125,Temple of Nilkanteshwar Khargone Khargone,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,53,Temple of Nilkanteshwar Khargone Khargone
ASI-00126,126,An old sarai Raverkhedi Khargone,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,53,An old sarai Raverkhedi Khargone
ASI-00127,127,Brindaban dedicated to the memory of Raverkhedi Khargone Shrimant Baji Rao Peshwa,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,53,Brindaban dedicated to the memory of Raverkhedi Khargone Shrimant Baji Rao Peshwa
ASI-00128,128,Main gate and remaining portion of the Raverkhedi Khargone Preshwa residence or fortress,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,53,Main gate and remaining portion of the Raverkhedi Khargone Preshwa residence or fortress
ASI-00129,129,The Chatri inside the sarai Raverkhedi Khargone,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,53,The Chatri inside the sarai Raverkhedi Khargone
ASI-00130,130,Pre-historic painted rock shelters Bhanpura Mandsaur Chaturbhuja Nala,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,53,Pre-historic painted rock shelters Bhanpura Mandsaur Chaturbhuja Nala
ASI-00131,131,Pre-historic painted rock shelters Sita Khardi Bhanpura Mandsaur,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,53,Pre-historic painted rock shelters Sita Khardi Bhanpura Mandsaur
ASI-00132,132,Brahmanical rockcut temple Dhamnar Mandsaur,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,53,Brahmanical rockcut temple Dhamnar Mandsaur
ASI-00133,133,Buddhist caves No. 1 to 51 Dhamnar Mandsaur,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,53,Buddhist caves No. 1 to 51 Dhamnar Mandsaur
ASI-00134,134,Yasodharman Pillar or Victory Sondhani Mandsaur,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,53,Yasodharman Pillar or Victory Sondhani Mandsaur
ASI-00135,135,Ekattarso Mahadeva Temple Mitaoli Morena,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,53,Ekattarso Mahadeva Temple Mitaoli Morena
ASI-00136,136,Temples 1 to 22 Naresar Morena,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,53,Temples 1 to 22 Naresar Morena
ASI-00137,137,Gadhi Padhavali Morena,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,53,Gadhi Padhavali Morena
ASI-00138,138,Group of temples at Batesar Padhavali Morena,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,53,Group of temples at Batesar Padhavali Morena
ASI-00139,139,Temple Padhavali Morena,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,53,Temple Padhavali Morena
ASI-00140,140,Kakanmath Temple Suhania Morena,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,53,Kakanmath Temple Suhania Morena
ASI-00141,141,Nau Toran Temple Khor Nimach,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,53,Nau Toran Temple Khor Nimach
ASI-00142,142,Buddhist stupas and remains Andher (Bawalia & Raisen Hakeemkhedi),,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,53,Buddhist stupas and remains Andher (Bawalia & Raisen Hakeemkhedi)
ASI-00143,143,Pre-historic rock shelters with paintings Bhaianpura,Raisen comprising of Tajpura,Bineka,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,53,"Pre-historic rock shelters with paintings Bhaianpura, Raisen comprising of Tajpura, Bineka, Bhimbetka, Amchha Khurd, Lakhajuar East and Lakhajuhar West groups Amchha Kalam, Kasolwara, Gotampur, Borda, Bineka, Tajpura"
ASI-00144,144,(i) Savite Temple Bhojpur Raisen (ii) Ancient remains,rock engraving,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,53,"(i) Savite Temple Bhojpur Raisen (ii) Ancient remains, rock engraving"
ASI-00145,145,Buddhist stupas Murelkhurd Raisen,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,53,Buddhist stupas Murelkhurd Raisen
ASI-00146,146,Stupas and other remains at Satdhara Murlikhedi Raisen,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,53,Stupas and other remains at Satdhara Murlikhedi Raisen
ASI-00147,147,Fort Raisen Raisen,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,53,Fort Raisen Raisen
ASI-00148,148,Buddhist monuments Sanchi Raisen,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,53,Buddhist monuments Sanchi Raisen
ASI-00149,149,Buddhist stupas together with the adjacent Sonari Raisen land,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,53,Buddhist stupas together with the adjacent Sonari Raisen land
ASI-00150,150,Saru-Maru monastic complex alongwith Panguraria Sehore comprised area,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,53,Saru-Maru monastic complex alongwith Panguraria Sehore comprised area
ASI-00151,151,Painted rock shelters,two Buddhist stupas Talpura Sehore and other remains 53 Sl.No. Name of the Monument / Site Locality District,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,53,"Painted rock shelters, two Buddhist stupas Talpura Sehore and other remains 53 Sl.No. Name of the Monument / Site Locality District"
ASI-00152,152,Large Siva Temple Mahua Shivpuri,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,54,Large Siva Temple Mahua Shivpuri
ASI-00153,153,Small Siva Temple Mahua Shivpuri,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,54,Small Siva Temple Mahua Shivpuri
ASI-00154,154,Monastery Ranod Shivpuri,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,54,Monastery Ranod Shivpuri
ASI-00155,155,Town hall alias Gandhi Bhavan Shivpuri Shivpuri,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,54,Town hall alias Gandhi Bhavan Shivpuri Shivpuri
ASI-00156,156,Monastery Surwaya Shivpuri,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,54,Monastery Surwaya Shivpuri
ASI-00157,157,Open Air Museum Surwaya Shivpuri,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,54,Open Air Museum Surwaya Shivpuri
ASI-00158,158,Siva Temple Surwaya Shivpuri,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,54,Siva Temple Surwaya Shivpuri
ASI-00159,159,Surwaya Gadhi Surwaya Shivpuri,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,54,Surwaya Gadhi Surwaya Shivpuri
ASI-00160,160,Mohajamata temple Terahi Shivpuri,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,54,Mohajamata temple Terahi Shivpuri
ASI-00161,161,Monastery Terahi Shivpuri,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,54,Monastery Terahi Shivpuri
ASI-00162,162,Toran gate Terahi Shivpuri,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,54,Toran gate Terahi Shivpuri
ASI-00163,163,Ancient Mound Bhairogarh Ujjain,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,54,Ancient Mound Bhairogarh Ujjain
ASI-00164,164,Ancient Mound (Vaishya Tekri) Undasa Ujjain,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,54,Ancient Mound (Vaishya Tekri) Undasa Ujjain
ASI-00165,165,Ancient Mound (Kumbhar Tekri) Undasa Ujjain,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,54,Ancient Mound (Kumbhar Tekri) Undasa Ujjain
ASI-00166,166,Dashavatara Temple Badoh Vidisha,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,54,Dashavatara Temple Badoh Vidisha
ASI-00167,167,Gadarmal Temple Badoh Vidisha,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,54,Gadarmal Temple Badoh Vidisha
ASI-00168,168,Jain Temple Badoh Vidisha,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,54,Jain Temple Badoh Vidisha
ASI-00169,169,Ancient site Besnagar Vidisha,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,54,Ancient site Besnagar Vidisha
ASI-00170,170,Khamb Baba (Heliodoras Pillar) Besnagar Vidisha,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,54,Khamb Baba (Heliodoras Pillar) Besnagar Vidisha
ASI-00171,171,Bijamandal Mosque Bhilsa Vidisha,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,54,Bijamandal Mosque Bhilsa Vidisha
ASI-00172,172,Lohangi Hill Capital Bhilsa Vidisha,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,54,Lohangi Hill Capital Bhilsa Vidisha
ASI-00173,173,Athakhamba Gyaraspur Vidisha,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,54,Athakhamba Gyaraspur Vidisha
ASI-00174,174,Bajramath Gyaraspur Vidisha,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,54,Bajramath Gyaraspur Vidisha
ASI-00175,175,Buddhist stupa Gyaraspur Vidisha,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,54,Buddhist stupa Gyaraspur Vidisha
ASI-00176,176,Hindola Torana Gyaraspur Vidisha,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,54,Hindola Torana Gyaraspur Vidisha
ASI-00177,177,Maladevi Temple Gyaraspur Vidisha,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,54,Maladevi Temple Gyaraspur Vidisha
ASI-00178,178,Bhimgaja Pathari Vidisha,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,54,Bhimgaja Pathari Vidisha
ASI-00179,179,Caves Pathari Vidisha,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,54,Caves Pathari Vidisha
ASI-00180,180,Bara Khambi Udaypur Vidisha,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,54,Bara Khambi Udaypur Vidisha
ASI-00181,181,Caves 1 to 20 Udaygiri Vidisha,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,54,Caves 1 to 20 Udaygiri Vidisha
ASI-00182,182,Ruins of Gupta temple Udaygiri Vidisha,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,54,Ruins of Gupta temple Udaygiri Vidisha
ASI-00183,183,Udayeshwar Mahadeva Temple Udaypur Vidisha Jabalpur Circle Sl.No. Name of the Monument / Site Locality District,,,"List of Centrally Protected Monuments / Sites under the jurisdiction of Karnataka (Bangalore Circle, Dharwad Circle and Hampi Circle) Bangalore Circle Sl.No. Name of the Monument / Site Locality District 32 Sl.No. Name of the Monument / Site Locality District",Bangalore Circle,54,Udayeshwar Mahadeva Temple Udaypur Vidisha Jabalpur Circle Sl.No. Name of the Monument / Site Locality District
